,Unnamed: 0,Mã,Năm,P/E,P/B,EPS,BVPS,ROE (%),ROA (%),Nợ / Vốn chủ sở hữu (DE),Biên lợi nhuận gộp,Biên lợi nhuận ròng,Thanh khoản hiện hành,Thanh khoản nhanh
796,796,DTK,2022,7.15,0.69,1140.0,11893.0,9.59,4.67,1.05,0.12,0.08,0.77,0.71
797,797,DTK,2020,15.02,1.04,750.0,10834.0,6.92,2.54,1.73,0.14,0.06,0.58,0.53
798,798,DTK,2021,10.38,1.21,1336.0,11447.0,11.67,4.84,1.41,0.11,0.07,0.7,0.64
799,799,DTL,2020,31.05,0.65,351.0,16690.0,2.1,0.88,1.4,0.1,0.04,1.22,0.15
800,800,DTL,2021,50.96,2.69,883.0,16744.0,5.27,2.97,0.77,0.12,0.07,1.45,0.22
801,801,DTL,2022,-10.52,1.76,-2518.0,15038.0,-16.74,-6.44,1.6,0.02,-0.04,1.26,0.38
802,802,DTL,2023,-6.5,1.34,-2575.0,12457.0,-20.67,-7.53,1.74,-0.02,-0.08,1.24,0.34
803,803,DTL,2024,281.94,0.77,36.0,13145.0,0.27,0.1,1.87,-0.0,-0.05,1.2,0.36
804,804,DTT,2023,19.8,1.29,1043.0,15982.0,6.53,4.96,0.32,0.16,0.06,2.2,1.37
805,805,DTT,2022,9.47,0.68,1131.0,15861.0,7.13,5.53,0.29,0.13,0.07,2.4,1.53
806,806,DTT,2024,13.94,1.2,1425.0,16488.0,8.64,6.4,0.35,0.17,0.08,2.1,1.34
807,807,DTT,2020,9.65,0.68,1069.0,15263.0,7.0,5.17,0.35,0.17,0.06,2.09,1.44
808,808,DTT,2021,35.44,1.01,425.0,14886.0,2.86,2.28,0.25,0.12,0.04,2.52,1.35
809,809,DVM,2020,,,1538.0,15117.0,10.17,2.62,2.88,0.11,0.03,1.31,0.86
810,810,DVM,2021,,,2279.0,20027.0,11.38,4.85,1.34,0.12,0.05,1.57,1.02
811,811,DVM,2022,5.88,0.49,1648.0,19632.0,8.39,4.0,1.1,0.14,0.05,1.27,0.83
812,812,DVM,2023,7.26,0.45,1211.0,19322.0,6.27,2.82,1.23,0.11,0.03,1.03,0.74
813,813,DVM,2024,6.1,0.41,1162.0,17256.0,6.73,3.04,1.22,0.09,0.04,1.08,0.81
814,814,DVP,2020,4.95,0.92,5942.0,32083.0,18.52,17.02,0.09,0.48,0.56,9.2,9.11
815,815,DVP,2021,5.91,1.19,6928.0,34323.0,20.18,18.48,0.09,0.52,0.56,9.25,9.18
816,816,DVP,2022,4.91,1.01,7085.0,34573.0,20.49,18.92,0.08,0.53,0.59,10.59,10.51
817,817,DVP,2023,7.45,1.79,8267.0,34400.0,24.03,20.22,0.19,0.41,0.57,4.8,4.77
818,818,DVP,2024,8.85,2.0,8406.0,37225.0,22.58,20.51,0.1,0.47,0.54,8.6,8.51
819,819,DXG,2024,35.63,0.59,359.0,21610.0,1.66,0.87,0.92,0.48,0.15,2.52,1.22
820,820,DXG,2022,27.89,0.43,355.0,23271.0,1.53,0.71,1.15,0.54,0.14,2.23,1.09
821,821,DXG,2023,58.12,0.7,273.0,22519.0,1.21,0.6,1.03,0.46,0.12,2.26,1.04
822,822,DXG,2020,-11.25,0.61,-957.0,17536.0,-5.46,-2.13,1.57,0.65,-0.0,1.91,0.92
823,823,DXG,2021,13.99,1.21,1942.0,22455.0,8.65,4.1,1.11,0.55,0.25,1.91,1.06
824,824,DXP,2020,5.86,0.72,2191.0,17874.0,12.26,11.78,0.04,0.38,0.61,19.62,19.46
825,825,DXP,2021,7.48,0.78,2085.0,19905.0,10.47,10.15,0.03,0.41,0.7,23.52,23.32
826,826,DXP,2022,5.14,0.32,1270.0,20645.0,6.15,5.91,0.04,0.45,0.41,5.79,5.57
827,827,DXP,2023,9.97,0.66,1176.0,17641.0,6.67,5.69,0.17,0.15,0.17,3.57,3.53
828,828,DXP,2024,12.19,0.77,904.0,14397.0,6.28,5.37,0.17,0.12,0.1,3.71,3.67
829,829,DXS,2020,,,2817.0,18837.0,14.95,7.87,0.9,0.72,0.43,2.06,1.73
830,830,DXS,2021,21.1,1.46,1103.0,15893.0,6.94,3.56,0.95,0.61,0.29,2.01,1.74
831,831,DXS,2022,6.98,0.29,760.0,18276.0,4.16,2.08,1.0,0.57,0.16,2.13,1.56
832,832,DXS,2023,-25.6,0.53,-293.0,14122.0,-2.07,-1.09,0.91,0.36,-0.04,2.16,1.55
833,833,DXS,2024,29.51,0.5,244.0,14439.0,1.69,0.93,0.82,0.49,0.15,2.27,1.57
834,834,DXV,2024,-6.62,0.39,-574.0,9777.0,-5.87,-4.56,0.29,0.04,-0.04,4.16,3.22
835,835,DXV,2023,-4.56,0.37,-842.0,10352.0,-8.13,-6.36,0.28,0.05,-0.05,4.27,3.01
836,836,DXV,2021,210.0,0.75,40.0,11255.0,0.36,0.3,0.17,0.05,-0.04,6.25,4.68
837,837,DXV,2020,336.36,0.33,11.0,11347.0,0.1,0.08,0.2,0.07,-0.02,5.47,3.71
838,838,DXV,2022,200.5,0.35,20.0,11353.0,0.18,0.14,0.24,0.07,-0.0,4.82,3.73
839,839,EBS,2020,8.49,0.49,807.0,13873.0,5.82,5.1,0.14,0.16,0.08,6.88,6.08
840,840,EBS,2021,8.07,0.58,1038.0,14426.0,7.2,5.39,0.34,0.27,0.13,2.94,2.59
841,841,EBS,2022,6.18,0.5,1216.0,14987.0,8.11,6.17,0.31,0.32,0.16,3.08,2.67
842,842,EBS,2023,11.03,0.72,992.0,15164.0,6.54,5.43,0.2,0.36,0.19,4.31,3.63
843,843,EBS,2024,,,0.0,inf,10.93,9.44,0.16,0.4,0.25,5.17,4.51
844,844,ECI,2023,-7.36,1.24,-3331.0,19683.0,-16.92,-11.42,0.48,0.23,-0.3,3.38,3.19
845,845,ECI,2020,5.32,0.73,2650.0,19187.0,13.81,10.34,0.34,0.29,0.09,3.89,3.61
846,846,ECI,2021,5.97,0.82,2745.0,20038.0,13.7,10.07,0.36,0.31,0.09,3.68,3.3
847,847,ECI,2022,17.96,1.15,1511.0,23569.0,6.41,4.57,0.4,0.26,0.06,3.92,3.55
848,848,ECI,2024,40.86,-1.03,487.0,-19405.0,-2.51,-1.79,0.4,0.11,-1.85,3.91,3.77
849,849,EIB,2024,,,0.0,inf,13.25,1.39,8.55,,,,
850,850,EIB,2022,7.58,1.09,2396.0,16658.0,14.38,1.59,8.04,,,,
851,851,EIB,2023,13.56,1.31,1244.0,12896.0,9.65,1.07,7.97,,,,
852,852,EIB,2021,27.88,1.51,785.0,14461.0,5.43,0.58,8.32,,,,
853,853,EIB,2020,14.37,0.91,870.0,13673.0,6.36,0.67,8.54,,,,
854,854,EID,2020,3.91,0.63,2918.0,18022.0,16.19,10.39,0.56,0.27,0.09,2.35,1.5
855,855,EID,2021,6.78,1.01,2827.0,19025.0,14.86,9.76,0.52,0.28,0.08,2.49,1.73
856,856,EID,2022,4.19,0.83,4274.0,21619.0,19.77,13.7,0.44,0.28,0.09,2.81,1.78
857,857,EID,2023,4.26,0.73,4307.0,25077.0,17.17,11.24,0.53,0.28,0.09,2.58,2.14
858,858,EID,2024,4.95,0.81,5012.0,30703.0,16.32,11.25,0.45,0.26,0.08,2.89,2.41
859,859,ELC,2023,13.35,0.9,1303.0,19333.0,6.74,4.26,0.58,0.2,0.1,2.08,1.89
860,860,ELC,2022,9.56,0.33,605.0,17613.0,3.43,2.73,0.26,0.16,0.05,3.66,3.11
861,861,ELC,2024,19.39,1.49,1158.0,15017.0,7.71,4.84,0.59,0.31,0.15,1.82,1.7
862,862,ELC,2020,7.22,0.27,628.0,16850.0,3.73,2.12,0.76,0.17,0.05,1.9,1.53
863,863,ELC,2021,13.85,0.77,947.0,17093.0,5.54,4.2,0.32,0.2,0.09,3.28,2.76
864,864,EVE,2020,8.06,0.36,1105.0,24811.0,4.45,3.11,0.43,0.31,0.07,7.1,4.88
865,865,EVE,2021,9.14,0.57,1453.0,23455.0,6.19,4.71,0.32,0.34,0.09,3.55,2.28
866,866,EVE,2022,5.56,0.5,2215.0,24861.0,8.91,6.29,0.42,0.38,0.11,3.38,2.21
867,867,EVE,2023,32.56,0.58,425.0,23842.0,1.78,1.31,0.36,0.32,0.02,3.3,1.93
868,868,EVE,2024,-13.05,0.43,-751.0,22565.0,-3.33,-2.45,0.36,0.31,-0.04,3.12,2.05
869,869,EVF,2020,,,813.0,13048.0,6.23,0.79,6.86,,,,
870,870,EVF,2021,,,1027.0,12378.0,8.3,1.02,7.13,,,,
871,871,EVF,2022,7.13,0.6,995.0,11792.0,8.44,0.87,8.73,,,,
872,872,EVF,2023,17.45,0.68,849.0,21863.0,3.88,0.67,4.82,,,,
873,873,EVF,2024,12.93,0.8,704.0,11307.0,6.23,0.94,5.62,,,,
874,874,EVG,2023,40.07,0.47,141.0,12053.0,1.17,0.85,0.37,0.04,0.04,6.07,4.03
875,875,EVG,2022,25.98,0.25,127.0,12998.0,0.98,0.95,0.03,0.03,0.03,19.72,16.88
876,876,EVG,2024,32.96,0.47,189.0,13256.0,1.43,0.83,0.72,0.05,0.05,4.1,2.54
877,877,EVG,2020,20.23,0.52,305.0,11767.0,2.59,1.87,0.38,0.06,0.03,2.18,1.32
878,878,EVG,2021,73.92,1.11,222.0,14836.0,1.5,1.15,0.3,0.04,0.03,3.96,3.34
879,879,EVS,2020,0.57,0.04,9535.0,129674.0,7.35,6.5,0.13,0.36,0.2,9.64,9.64
880,880,EVS,2021,4.36,0.98,6098.0,26980.0,22.6,13.15,0.72,0.55,0.47,2.46,2.46
881,881,EVS,2022,10.69,0.42,737.0,18659.0,3.95,3.09,0.28,0.19,0.1,4.59,4.59
882,882,EVS,2023,41.58,0.71,202.0,11837.0,1.71,1.41,0.21,0.33,0.11,5.6,5.6
883,883,EVS,2024,,,0.0,inf,0.87,0.7,0.25,0.43,0.08,4.83,4.83
884,884,FCM,2020,7.51,0.39,640.0,12410.0,5.16,3.6,0.43,0.12,0.06,2.59,2.05
885,885,FCM,2021,40.66,0.94,260.0,11228.0,2.32,1.62,0.43,0.08,0.03,2.71,2.13
886,886,FCM,2022,7.98,0.29,414.0,11406.0,3.63,2.49,0.46,0.09,0.04,2.69,2.27
887,887,FCM,2023,12.68,0.31,344.0,14125.0,2.44,1.76,0.38,0.12,0.04,3.06,2.67
888,888,FCM,2024,88.68,0.26,38.0,13206.0,0.29,0.24,0.18,0.1,0.01,5.79,4.84
889,889,FCN,2024,243.33,0.68,60.0,21542.0,0.28,0.1,1.88,0.13,0.02,1.19,0.88
890,890,FCN,2023,-69.84,0.67,-204.0,21367.0,-0.95,-0.37,1.55,0.17,-0.0,1.42,1.03
891,891,FCN,2022,37.04,0.42,252.0,22162.0,1.14,0.52,1.18,0.12,0.02,1.66,1.13
892,892,FCN,2020,13.12,0.62,987.0,20813.0,4.74,1.75,1.71,0.15,0.06,1.43,1.16
893,893,FCN,2021,59.33,1.38,452.0,19364.0,2.33,0.91,1.56,0.13,0.03,1.5,1.01
894,894,FDC,2020,-19.94,0.88,-672.0,15143.0,-4.44,-2.64,0.68,0.17,-0.13,1.0,0.96
895,895,FDC,2021,65.02,0.99,253.0,16628.0,1.52,1.21,0.25,0.09,0.26,3.55,3.55
896,896,FDC,2022,-4.0,1.78,-5116.0,11520.0,-44.41,-32.21,0.38,0.73,-11.48,0.36,0.36
897,897,FDC,2023,1152.63,1.87,19.0,11683.0,0.16,0.11,0.5,0.72,0.03,0.28,0.28
898,898,FDC,2024,129.01,1.45,131.0,11665.0,1.12,0.62,0.82,0.7,0.22,0.8,0.8
899,899,FID,2020,-8.72,0.15,-172.0,9998.0,-1.72,-1.66,0.04,0.01,-0.01,1.6,1.57
900,900,FID,2021,230.0,0.91,40.0,10150.0,0.39,0.39,0.02,0.0,0.01,5.35,5.3
901,901,FID,2022,566.67,0.15,3.0,11715.0,0.03,0.03,0.0,0.03,0.0,146.92,146.92
902,902,FID,2023,-2.52,0.2,-873.0,10820.0,-8.07,-7.0,0.15,0.01,-0.29,0.74,0.74
903,903,FID,2024,2.95,0.13,508.0,11529.0,4.41,3.84,0.15,0.02,0.33,1.34,1.34
904,904,FIR,2024,-15.15,0.47,-348.0,11322.0,-3.07,-1.82,0.68,0.65,-0.24,1.76,1.14
905,905,FIR,2023,154.15,2.87,115.0,6184.0,1.86,1.04,0.78,0.56,0.16,1.76,1.12
906,906,FIR,2020,9.55,0.95,1216.0,12234.0,9.94,6.72,0.48,0.75,0.31,2.23,1.56
907,907,FIR,2021,7.77,1.09,2237.0,15971.0,14.01,8.86,0.58,0.66,0.35,2.3,1.97
908,908,FIR,2022,11.56,1.69,2584.0,17676.0,14.62,8.07,0.81,0.65,0.38,2.5,1.76
909,909,FIT,2020,62.86,0.88,222.0,15913.0,1.4,1.07,0.31,0.22,0.09,4.53,4.16
910,910,FIT,2021,24.12,0.81,620.0,18446.0,3.36,2.64,0.27,0.25,0.22,3.19,2.87
911,911,FIT,2022,23.36,0.19,152.0,18460.0,0.82,0.69,0.19,0.24,0.06,4.92,4.51
912,912,FIT,2023,-13.28,0.26,-338.0,17018.0,-1.99,-1.49,0.33,0.2,-0.01,3.38,3.12
913,913,FIT,2024,12.02,0.24,351.0,17484.0,2.01,1.54,0.3,0.2,0.12,3.92,3.62
914,914,FMC,2023,9.96,1.23,4121.0,33350.0,12.36,8.23,0.5,0.1,0.06,1.91,1.01
915,915,FMC,2022,6.07,0.89,4605.0,31533.0,14.6,10.34,0.41,0.11,0.06,2.18,1.1
916,916,FMC,2024,9.52,1.18,4675.0,37710.0,12.4,8.1,0.53,0.11,0.06,2.04,1.26
917,917,FMC,2020,5.91,1.24,4607.0,22043.0,20.9,13.21,0.58,0.1,0.05,1.97,0.99
918,918,FMC,2021,10.85,1.47,4042.0,29921.0,13.51,9.89,0.37,0.1,0.05,3.02,1.7
919,919,FPT,2021,10.97,2.22,4349.0,21475.0,20.25,8.08,1.51,0.38,0.17,1.18,1.13
920,920,FPT,2022,10.91,2.28,4429.0,21149.0,20.94,10.28,1.04,0.39,0.17,1.26,1.18
921,921,FPT,2023,15.25,3.29,4661.0,21580.0,21.6,10.72,1.01,0.39,0.17,1.24,1.18
922,922,FPT,2024,26.62,5.84,4940.0,22530.0,21.93,10.9,1.01,0.38,0.18,1.31,1.25
923,923,FPT,2020,6.26,1.19,4120.0,21666.0,19.02,8.48,1.24,0.4,0.17,1.13,1.07
924,924,FRT,2020,55.16,1.11,266.0,13184.0,2.02,0.46,3.4,0.14,0.0,1.19,0.75
925,925,FRT,2021,8.18,2.16,5618.0,21261.0,26.42,4.11,5.42,0.14,0.02,1.12,0.58
926,926,FRT,2022,14.46,2.75,3295.0,17298.0,19.05,3.71,4.14,0.16,0.02,1.1,0.34
927,927,FRT,2023,-33.74,6.78,-2537.0,12619.0,-20.11,-2.64,6.62,0.16,-0.01,1.0,0.26
928,928,FRT,2024,63.7,9.54,2331.0,15562.0,14.98,2.01,6.47,0.19,0.01,1.02,0.28
929,929,FTS,2023,15.25,1.86,2074.0,16986.0,12.21,5.4,1.26,0.65,0.57,1.75,1.75
930,930,FTS,2024,,,0.0,inf,13.78,5.81,1.37,0.65,0.58,1.7,1.7
931,931,FTS,2022,6.88,0.65,1737.0,18275.0,9.5,6.02,0.58,0.61,0.52,2.62,2.62
932,932,FTS,2020,5.56,0.43,1286.0,16605.0,7.74,5.02,0.54,0.64,0.54,2.68,2.68
933,933,FTS,2021,5.1,1.45,5774.0,20357.0,28.36,8.95,2.17,0.75,0.71,1.43,1.43
934,934,GAS,2020,13.98,2.22,4028.0,25383.0,15.87,12.43,0.28,0.18,0.16,4.05,3.88
935,935,GAS,2021,14.81,2.46,4356.0,26214.0,16.62,11.01,0.51,0.18,0.14,3.1,2.91
936,936,GAS,2022,9.14,2.21,7649.0,31620.0,24.19,17.9,0.35,0.21,0.19,4.46,4.13
937,937,GAS,2023,13.01,2.31,4972.0,27974.0,17.77,13.23,0.34,0.19,0.16,4.16,3.89
938,938,GAS,2024,14.72,2.49,4354.0,25781.0,16.89,12.7,0.33,0.17,0.13,3.93,3.61
939,939,GDT,2020,4.93,1.46,4584.0,15506.0,29.56,20.05,0.47,0.31,0.25,2.39,1.81
940,940,GDT,2021,12.31,2.82,3034.0,13247.0,22.9,15.96,0.44,0.3,0.23,2.05,1.21
941,941,GDT,2022,6.93,1.63,3466.0,14728.0,23.53,17.06,0.38,0.33,0.22,2.74,1.84
942,942,GDT,2023,11.32,1.42,1647.0,13091.0,12.58,8.97,0.4,0.29,0.15,2.37,1.57
943,943,GDT,2024,10.65,1.98,2427.0,13088.0,18.54,10.67,0.77,0.4,0.21,1.71,1.17
944,944,GDW,2024,,,0.0,inf,21.19,13.55,0.56,0.39,0.06,1.23,0.91
945,945,GDW,2023,6.53,1.34,3787.0,18485.0,20.49,11.74,0.75,0.4,0.07,1.19,0.92
946,946,GDW,2020,,,1964.0,17693.0,11.1,5.44,1.04,0.36,0.04,1.17,1.1
947,947,GDW,2021,10.6,1.16,1971.0,17989.0,10.96,7.05,0.55,0.35,0.04,1.42,1.14
948,948,GDW,2022,10.29,1.2,2231.0,19132.0,11.66,7.11,0.64,0.38,0.04,1.42,1.2
949,949,GEE,2020,,,0.0,inf,15.3,3.87,2.96,0.12,0.05,1.06,0.71
950,950,GEE,2021,,,2280.0,24124.0,9.45,2.45,2.86,0.1,0.04,1.14,0.52
951,951,GEE,2022,,,2935.0,20012.0,14.67,5.05,1.9,0.13,0.07,1.26,0.55
952,952,GEE,2023,,,2485.0,19843.0,12.52,5.43,1.31,0.12,0.06,1.02,0.54
953,953,GEE,2024,5.15,1.18,5294.0,23179.0,22.84,12.47,0.83,0.15,0.1,1.3,0.63
954,954,GEG,2023,57.19,1.36,214.0,8993.0,2.38,0.85,1.8,0.52,0.09,0.87,0.79
955,955,GEG,2024,70.18,1.4,171.0,8583.0,1.99,0.76,1.63,0.46,0.08,1.76,1.61
956,956,GEG,2022,16.34,0.92,880.0,15693.0,5.61,1.84,2.04,0.48,0.2,1.02,0.95
957,957,GEG,2021,22.59,1.71,880.0,11629.0,7.57,2.27,2.34,0.56,0.21,1.5,1.33
958,958,GEG,2020,14.99,1.11,1029.0,13866.0,7.42,3.31,1.24,0.51,0.2,1.62,1.48
959,959,GEX,2020,9.24,0.9,1682.0,17236.0,9.76,2.95,2.31,0.15,0.06,1.21,0.91
960,960,GEX,2021,25.56,1.3,1501.0,29621.0,5.07,1.7,1.99,0.15,0.07,1.3,0.8
961,961,GEX,2022,27.67,0.49,433.0,24699.0,1.75,0.7,1.49,0.2,0.06,1.15,0.62
962,962,GEX,2023,58.76,0.91,388.0,24927.0,1.56,0.6,1.6,0.18,0.05,1.09,0.64
963,963,GEX,2024,9.7,0.68,1902.0,27235.0,6.98,3.02,1.31,0.2,0.11,1.35,0.84
964,964,GIC,2020,4.8,0.89,3303.0,17876.0,18.48,15.08,0.23,0.41,0.22,1.03,1.02
965,965,GIC,2021,9.46,1.0,2019.0,19101.0,10.57,9.76,0.08,0.33,0.16,1.97,1.97
966,966,GIC,2022,6.52,0.45,1374.0,19798.0,6.94,6.52,0.06,0.36,0.11,4.95,4.74
967,967,GIC,2023,10.27,0.7,1372.0,20016.0,6.85,6.22,0.1,0.4,0.11,2.46,2.34
968,968,GIC,2024,,,0.0,inf,6.7,6.14,0.09,0.41,0.11,2.61,2.49
969,969,GIL,2024,55.76,0.57,373.0,36699.0,1.02,0.8,0.27,0.21,-0.0,6.42,2.58
970,970,GIL,2023,41.0,0.46,419.0,37455.0,1.12,0.85,0.32,0.07,-0.05,4.48,2.35
971,971,GIL,2020,1.95,0.47,10388.0,43392.0,23.94,11.4,1.1,0.18,0.11,1.53,1.16
972,972,GIL,2021,4.2,0.86,8965.0,43711.0,20.51,8.77,1.34,0.18,0.1,1.51,1.15
973,973,GIL,2022,1.88,0.27,6727.0,46705.0,14.4,9.07,0.59,0.16,0.14,2.63,1.68
974,974,GKM,2020,12.15,0.7,702.0,12139.0,5.78,3.14,0.84,0.22,0.08,1.81,1.65
975,975,GKM,2021,16.17,1.9,2099.0,17819.0,11.78,6.4,0.84,0.25,0.17,2.56,2.31
976,976,GKM,2022,31.66,1.73,758.0,13886.0,5.46,2.85,0.92,0.24,0.08,1.82,1.57
977,977,GKM,2023,24.11,2.81,1493.0,12833.0,11.63,9.04,0.29,0.17,0.13,2.7,2.7
978,978,GKM,2024,,,0.0,inf,1.5,1.11,0.36,0.02,0.06,2.06,1.87
979,979,GLT,2024,35.64,1.63,724.0,15851.0,4.57,1.95,1.34,0.2,0.05,1.63,0.53
980,980,GLT,2023,19.74,1.34,883.0,12970.0,6.81,5.64,0.21,0.32,0.13,5.36,4.7
981,981,GLT,2022,9.06,0.98,1998.0,18537.0,10.78,5.34,1.02,0.08,0.04,1.85,1.78
982,982,GLT,2021,15.22,1.63,1475.0,13733.0,10.74,4.41,1.44,0.32,0.14,1.52,1.4
983,983,GLT,2020,7.0,1.15,2076.0,12625.0,16.44,10.74,0.53,0.43,0.23,2.21,1.79
984,984,GMA,2020,65.46,3.46,644.0,12179.0,5.29,2.1,1.52,0.06,0.01,1.21,1.14
985,985,GMA,2021,66.22,4.58,754.0,10902.0,6.92,4.95,0.4,0.13,0.06,3.57,3.32
986,986,GMA,2022,20.67,1.11,2110.0,39417.0,5.35,1.57,2.4,0.07,0.01,1.01,0.6
987,987,GMA,2023,187.99,2.07,255.0,23163.0,1.1,0.38,1.89,0.08,-0.0,1.14,0.82
988,988,GMA,2024,72.8,2.64,873.0,24053.0,3.63,1.16,2.12,0.08,0.01,1.1,0.75
989,989,GMD,2023,8.06,1.86,7207.0,31166.0,23.12,16.61,0.39,0.46,0.83,1.76,1.73
990,990,GMD,2022,11.96,1.5,3034.0,24261.0,12.51,7.63,0.64,0.44,0.34,0.82,0.79
991,991,GMD,2024,14.73,1.56,4285.0,40381.0,10.61,8.11,0.31,0.45,0.5,3.17,3.13
992,992,GMD,2020,21.57,1.21,1149.0,20428.0,5.62,3.77,0.49,0.36,0.19,0.78,0.74
993,993,GMD,2021,19.73,1.71,1869.0,21507.0,8.69,5.7,0.52,0.36,0.27,0.75,0.72
994,994,GMH,2020,,,1094.0,21721.0,5.04,4.74,0.06,0.19,0.09,16.53,11.76
995,995,GMH,2021,,,1728.0,12490.0,13.83,13.19,0.05,0.24,0.2,17.4,12.43
996,996,GMH,2022,5.19,0.72,1538.0,11083.0,13.88,12.72,0.09,0.26,0.21,9.91,7.04
997,997,GMH,2023,10.05,0.73,830.0,11410.0,7.27,6.95,0.05,0.21,0.16,18.63,12.52
998,998,GMH,2024,19.8,0.68,371.0,10805.0,3.43,3.28,0.05,0.18,0.1,18.77,14.04
999,999,GMX,2020,3.02,0.87,3280.0,11351.0,28.9,18.96,0.52,0.31,0.13,1.23,0.83
1000,1000,GMX,2021,5.27,1.16,2636.0,11949.0,22.06,14.93,0.48,0.31,0.14,0.99,0.6
1001,1001,GMX,2022,4.98,1.89,2832.0,7469.0,37.92,23.14,0.64,0.37,0.2,1.01,0.48
1002,1002,GMX,2023,7.84,1.55,2041.0,10300.0,19.82,14.09,0.41,0.33,0.16,1.23,0.35
1003,1003,GMX,2024,12.07,1.72,1388.0,9748.0,14.24,10.41,0.37,0.32,0.13,1.33,0.29
1004,1004,GSP,2023,6.71,0.75,1411.0,12646.0,11.16,5.57,1.0,0.09,0.05,1.42,1.32
1005,1005,GSP,2022,4.88,0.54,1379.0,12496.0,11.04,5.44,1.03,0.09,0.05,1.54,1.46
1006,1006,GSP,2024,9.49,1.12,1315.0,11143.0,11.8,5.95,0.98,0.08,0.05,1.41,1.32
1007,1007,GSP,2020,4.02,0.52,1550.0,11928.0,12.99,6.84,0.9,0.07,0.04,1.7,1.65
1008,1008,GSP,2021,8.02,0.68,1437.0,16860.0,8.52,4.32,0.98,0.06,0.04,1.65,1.58
1009,1009,GTA,2020,5.51,0.6,1864.0,17218.0,10.83,3.6,2.0,0.08,0.04,1.38,1.23
1010,1010,GTA,2021,9.04,0.85,1595.0,17033.0,9.36,3.35,1.79,0.08,0.04,1.44,1.15
1011,1011,GTA,2022,10.11,0.64,1044.0,16551.0,6.31,2.73,1.31,0.07,0.03,1.58,1.32
1012,1012,GTA,2023,12.9,0.82,1048.0,16557.0,6.33,3.05,1.08,0.09,0.05,1.74,1.46
1013,1013,GTA,2024,11.37,0.6,870.0,16375.0,5.31,2.68,0.99,0.11,0.04,1.8,1.38
1014,1014,GVR,2023,43.31,2.07,485.0,10165.0,4.77,3.36,0.42,0.22,0.13,2.47,2.12
1015,1015,GVR,2022,16.64,1.2,807.0,11240.0,7.18,4.9,0.47,0.25,0.17,2.26,1.86
1016,1016,GVR,2024,23.55,1.69,1289.0,17930.0,7.19,5.04,0.43,0.26,0.19,2.33,1.96
1017,1017,GVR,2020,29.63,2.17,943.0,12862.0,7.33,4.7,0.56,0.22,0.23,2.01,1.82
1018,1018,GVR,2021,33.68,2.7,1040.0,12991.0,8.01,5.26,0.52,0.29,0.22,2.1,1.78
1019,1019,HAD,2020,15.31,1.65,1067.0,9927.0,10.75,8.91,0.21,0.26,0.07,3.78,2.76
1020,1020,HAD,2021,22.24,0.97,591.0,13502.0,4.38,3.51,0.25,0.23,0.03,3.51,2.28
1021,1021,HAD,2022,5.36,0.74,2225.0,16134.0,13.79,11.14,0.24,0.28,0.09,3.84,2.8
1022,1022,HAD,2023,15.0,1.21,1034.0,12774.0,8.09,6.42,0.26,0.21,0.04,3.62,2.57
1023,1023,HAD,2024,,,0.0,inf,8.54,6.63,0.29,0.23,0.05,3.57,2.57
1024,1024,HAG,2020,-3.88,0.49,-1354.0,10813.0,-12.52,-3.37,2.72,0.06,-0.64,0.58,0.43
1025,1025,HAG,2021,60.73,2.64,219.0,5041.0,4.34,1.1,2.95,0.24,0.09,1.04,0.98
1026,1026,HAG,2022,7.53,1.64,1217.0,5601.0,21.73,5.7,2.81,0.23,0.22,0.87,0.75
1027,1027,HAG,2023,7.36,1.83,1794.0,7199.0,24.92,7.96,2.13,0.2,0.26,0.9,0.81
1028,1028,HAG,2024,12.12,1.33,994.0,9047.0,10.99,4.52,1.43,0.38,0.21,0.68,0.61
1029,1029,HAH,2024,7.43,1.22,5055.0,30864.0,16.38,8.92,0.84,0.32,0.25,1.45,1.38
1030,1030,HAH,2022,1.26,0.36,11306.0,39710.0,28.47,16.28,0.75,0.44,0.41,1.92,1.83
1031,1031,HAH,2023,7.49,0.91,3315.0,27308.0,12.14,7.18,0.69,0.23,0.17,1.71,1.6
1032,1032,HAH,2020,1.97,0.2,2734.0,26408.0,10.35,6.6,0.57,0.2,0.14,2.17,2.03
1033,1033,HAH,2021,2.41,0.56,8750.0,37356.0,23.42,13.78,0.7,0.37,0.33,2.07,2.0
1034,1034,HAP,2020,7.08,0.4,727.0,12921.0,5.63,5.0,0.13,0.12,0.15,4.77,3.89
1035,1035,HAP,2021,18.13,1.06,678.0,11553.0,5.87,5.29,0.11,0.19,0.11,5.73,4.63
1036,1036,HAP,2022,60.02,0.32,65.0,12160.0,0.53,0.5,0.07,0.24,-0.0,9.67,8.43
1037,1037,HAP,2023,30.31,0.45,160.0,10881.0,1.47,1.39,0.06,0.14,0.08,10.94,9.73
1038,1038,HAP,2024,42.88,0.38,104.0,11714.0,0.89,0.81,0.09,0.16,-0.0,4.44,3.47
1039,1039,HAR,2020,288.5,0.55,20.0,10424.0,0.19,0.16,0.22,0.14,0.02,1.59,1.59
1040,1040,HAR,2021,38.17,1.27,372.0,11186.0,3.33,2.84,0.17,0.65,0.85,2.68,2.68
1041,1041,HAR,2022,,,0.0,inf,-4.25,-3.91,0.09,0.1,-0.31,2.99,2.99
