,Unnamed: 0,Mã,Năm,P/E,P/B,EPS,BVPS,ROE (%),ROA (%),Nợ / Vốn chủ sở hữu (DE),Biên lợi nhuận gộp,Biên lợi nhuận ròng,Thanh khoản hiện hành,Thanh khoản nhanh
1042,1042,HAR,2023,11.06,0.37,376.0,11162.0,3.37,3.35,0.0,0.7,1.51,73.75,73.75
1043,1043,HAR,2024,32.72,0.3,103.0,11249.0,0.92,0.91,0.0,0.68,0.63,92.92,92.92
1044,1044,HAS,2024,-6.15,0.47,-1269.0,16478.0,-7.7,-5.76,0.34,0.05,-0.12,3.57,2.94
1045,1045,HAS,2023,168.84,0.39,41.0,17968.0,0.23,0.15,0.54,0.06,-0.0,2.67,2.48
1046,1046,HAS,2021,21.98,0.63,517.0,18149.0,2.85,1.99,0.43,0.07,0.01,2.96,2.83
1047,1047,HAS,2020,19.94,0.42,379.0,18168.0,2.09,1.47,0.42,0.08,0.02,2.95,2.82
1048,1048,HAS,2022,75.67,0.39,93.0,18124.0,0.51,0.33,0.57,0.07,0.0,2.52,2.37
1049,1049,HAT,2020,15.27,2.13,1217.0,8735.0,13.93,5.5,1.53,0.06,0.01,0.94,0.89
1050,1050,HAT,2021,73.02,1.51,239.0,11552.0,2.07,0.83,1.48,0.05,-0.01,1.04,1.0
1051,1051,HAT,2022,3.12,0.87,5360.0,19323.0,27.74,10.55,1.63,0.07,0.02,1.29,1.25
1052,1052,HAT,2023,6.09,2.19,6184.0,17178.0,36.0,12.63,1.85,0.07,0.02,1.27,1.27
1053,1053,HAT,2024,6.38,1.58,6124.0,24800.0,24.69,8.92,1.77,0.08,0.02,1.21,1.19
1054,1054,HAX,2023,29.52,0.88,375.0,12620.0,2.97,1.72,0.72,0.07,0.0,1.28,0.45
1055,1055,HAX,2020,2.22,0.52,3409.0,14620.0,23.32,10.13,1.3,0.06,0.02,1.33,0.51
1056,1056,HAX,2021,4.58,1.03,3337.0,14801.0,22.55,12.53,0.8,0.06,0.03,1.66,0.63
1057,1057,HAX,2022,2.41,0.59,4204.0,17016.0,24.71,9.28,1.66,0.07,0.04,1.11,0.37
1058,1058,HAX,2024,13.59,1.14,1163.0,13873.0,8.38,5.19,0.62,0.09,0.03,1.43,0.71
1059,1059,HBS,2024,36.47,0.56,170.0,11011.0,1.54,1.53,0.01,0.72,0.29,71.11,71.11
1060,1060,HBS,2022,30.3,0.37,147.0,12163.0,1.21,1.2,0.01,0.42,0.36,97.5,97.5
1061,1061,HBS,2023,12.65,0.54,538.0,12714.0,4.23,4.19,0.01,0.87,0.58,87.26,87.26
1062,1062,HBS,2021,55.68,1.14,246.0,12053.0,2.04,2.02,0.01,0.57,0.42,60.42,60.42
1063,1063,HBS,2020,24.71,0.28,136.0,11828.0,1.15,1.14,0.01,0.47,0.37,76.99,76.99
1064,1064,HCC,2020,533.4,0.7,14.0,10659.0,0.13,0.07,0.82,0.07,0.0,1.04,0.95
1065,1065,HCC,2021,26.39,0.82,332.0,10737.0,3.09,1.6,0.93,0.07,0.02,1.22,1.14
1066,1066,HCC,2022,4.31,0.54,1582.0,12593.0,12.56,6.8,0.85,0.09,0.05,1.44,1.34
1067,1067,HCC,2023,6.35,0.72,1401.0,12395.0,11.3,6.96,0.62,0.09,0.05,1.76,1.55
1068,1068,HCC,2024,6.04,0.89,1926.0,13101.0,14.7,8.65,0.7,0.1,0.06,1.77,1.61
1069,1069,HCD,2023,5.49,0.63,1403.0,12218.0,11.48,6.66,0.72,0.08,0.07,1.76,0.89
1070,1070,HCD,2022,3.38,0.33,1272.0,13150.0,9.67,5.32,0.82,0.06,0.06,1.56,0.7
1071,1071,HCD,2024,10.72,0.68,825.0,13038.0,6.33,3.72,0.7,0.06,0.04,1.83,1.0
1072,1072,HCD,2020,35.2,0.15,52.0,12440.0,0.42,0.31,0.36,0.03,0.0,3.15,1.81
1073,1073,HCD,2021,5.46,0.69,1745.0,13895.0,12.56,8.5,0.48,0.08,0.07,2.62,1.48
1074,1074,HCM,2020,6.59,0.79,1738.0,14549.0,11.95,4.25,1.81,0.39,0.29,1.53,1.53
1075,1075,HCM,2021,6.1,0.95,3685.0,23533.0,15.66,4.71,2.33,0.39,0.32,1.42,1.42
1076,1076,HCM,2022,5.3,0.57,1865.0,17265.0,10.8,5.52,0.96,0.36,0.27,2.02,2.02
1077,1077,HCM,2023,11.92,0.97,1475.0,18181.0,8.11,3.77,1.15,0.42,0.29,1.85,1.85
1078,1078,HCM,2024,,,0.0,inf,9.95,3.32,2.0,0.4,0.3,1.49,1.49
1079,1079,HCT,2020,34.58,0.64,377.0,20314.0,1.86,1.68,0.1,0.08,0.01,6.76,6.53
1080,1080,HCT,2021,34.48,0.59,346.0,20286.0,1.71,1.58,0.08,0.07,-0.0,9.12,8.79
1081,1081,HCT,2022,53.25,0.83,315.0,20277.0,1.55,1.43,0.09,0.09,0.01,8.02,7.77
1082,1082,HCT,2023,-11.16,0.51,-869.0,19058.0,-4.56,-4.04,0.13,0.04,-0.03,6.29,6.2
1083,1083,HCT,2024,,,0.0,inf,0.6,0.56,0.08,0.08,-0.03,9.98,9.96
1084,1084,HDA,2024,7.51,0.3,506.0,12470.0,4.06,2.76,0.47,0.37,0.07,2.13,1.47
1085,1085,HDA,2023,-10.12,0.41,-484.0,11898.0,-4.07,-2.89,0.41,0.34,-0.07,2.15,1.33
1086,1086,HDA,2022,96.49,0.34,57.0,16150.0,0.35,0.24,0.49,0.38,0.02,1.84,1.25
1087,1087,HDA,2021,6.74,0.78,2263.0,19461.0,11.63,6.67,0.74,0.44,0.13,1.42,1.02
1088,1088,HDA,2020,5.16,0.26,899.0,17720.0,5.07,2.76,0.84,0.44,0.05,1.24,0.92
1089,1089,HDB,2020,3.76,0.65,2667.0,15506.0,17.2,1.33,11.92,,,,
1090,1090,HDB,2021,6.78,1.33,2403.0,12222.0,19.66,1.62,11.17,,,,
1091,1091,HDB,2022,3.42,0.68,3081.0,15503.0,19.87,1.86,9.68,,,,
1092,1092,HDB,2023,4.67,1.01,3482.0,16043.0,21.7,1.67,11.98,,,,
1093,1093,HDB,2024,6.95,1.56,3671.0,16296.0,22.53,1.83,11.31,,,,
1094,1094,HDC,2023,24.57,1.7,1079.0,15639.0,6.9,2.8,1.46,0.45,0.24,1.02,0.46
1095,1095,HDC,2022,4.37,0.98,4299.0,19106.0,22.5,9.48,1.37,0.37,0.41,1.43,0.74
1096,1096,HDC,2024,,,0.0,inf,2.86,1.33,1.15,0.4,0.24,1.08,0.45
1097,1097,HDC,2020,4.13,0.83,3716.0,18440.0,20.15,6.91,1.92,0.45,0.35,1.22,0.29
1098,1098,HDC,2021,13.27,2.77,3721.0,17851.0,20.85,8.19,1.55,0.36,0.29,1.82,0.55
1099,1099,HDG,2020,2.77,0.68,6158.0,25015.0,24.62,7.06,2.49,0.42,0.31,1.04,0.6
1100,1100,HDG,2021,7.69,1.56,4627.0,22746.0,20.34,6.9,1.95,0.61,0.44,0.96,0.64
1101,1101,HDG,2022,4.54,0.76,4507.0,26936.0,16.73,7.25,1.31,0.62,0.45,1.17,0.75
1102,1102,HDG,2023,10.33,0.95,2175.0,23640.0,9.2,4.61,1.0,0.6,0.33,1.44,0.98
1103,1103,HDG,2024,,,0.0,inf,7.5,4.14,0.81,0.58,0.34,1.75,1.3
1104,1104,HEV,2020,7.98,0.99,1469.0,11788.0,12.46,8.72,0.43,0.28,0.06,3.29,2.44
1105,1105,HEV,2021,16.9,2.13,1525.0,12072.0,12.63,9.45,0.34,0.25,0.06,3.75,2.19
1106,1106,HEV,2022,24.63,2.43,1400.0,14190.0,9.87,8.75,0.13,0.23,0.05,8.1,4.47
1107,1107,HEV,2023,-17.06,2.33,-1759.0,12869.0,-13.67,-12.82,0.07,0.2,-0.1,15.04,8.35
1108,1108,HEV,2024,,,0.0,inf,0.25,0.15,0.64,0.18,0.0,2.49,1.86
1109,1109,HGM,2023,7.19,2.0,4373.0,15748.0,27.77,22.97,0.21,0.47,0.4,5.95,4.73
1110,1110,HGM,2022,7.04,2.09,4298.0,14505.0,29.63,25.03,0.18,0.62,0.35,7.0,5.07
1111,1111,HGM,2024,14.81,7.95,14770.0,27512.0,53.68,43.66,0.23,0.65,0.64,5.17,4.82
1112,1112,HGM,2020,26.18,2.03,940.0,12124.0,7.75,6.55,0.18,0.26,0.21,6.79,4.28
1113,1113,HGM,2021,3.17,1.76,8162.0,14723.0,55.44,47.31,0.17,0.54,0.85,6.37,4.8
1114,1114,HHC,2020,43.31,3.61,2378.0,28519.0,8.34,3.29,1.54,0.16,0.03,1.65,1.48
1115,1115,HHC,2021,27.96,2.91,3183.0,30584.0,10.41,4.2,1.48,0.15,-0.02,1.27,1.07
1116,1116,HHC,2022,32.67,3.12,3214.0,33642.0,9.55,4.24,1.25,0.13,0.03,1.5,1.32
1117,1117,HHC,2023,37.28,3.08,3018.0,36494.0,8.27,2.83,1.92,0.2,0.07,1.23,1.15
1118,1118,HHC,2024,42.61,3.31,3065.0,39412.0,7.78,5.3,0.47,0.22,0.08,2.11,1.91
1119,1119,HHP,2023,36.17,0.99,270.0,9854.0,2.74,1.01,1.72,0.06,0.03,0.6,0.41
1120,1120,HHP,2022,7.5,0.62,1001.0,12026.0,8.32,3.7,1.25,0.08,0.05,1.35,1.08
1121,1121,HHP,2024,,,0.0,inf,1.8,0.64,1.8,0.03,0.02,1.15,0.8
1122,1122,HHP,2020,,,1029.0,11034.0,9.33,4.31,1.16,0.09,0.06,1.09,0.86
1123,1123,HHP,2021,9.03,0.79,1299.0,14755.0,8.8,4.85,0.82,0.08,0.05,1.49,1.26
1124,1124,HHS,2020,4.23,0.32,1065.0,14023.0,7.59,7.2,0.05,0.13,0.5,4.36,3.47
1125,1125,HHS,2021,13.45,0.79,724.0,12261.0,5.9,5.46,0.08,0.13,0.47,2.76,1.93
1126,1126,HHS,2022,4.55,0.24,691.0,12968.0,5.33,4.94,0.08,0.1,0.57,3.91,2.59
1127,1127,HHS,2023,6.52,0.5,1042.0,13472.0,7.73,7.45,0.04,0.11,0.96,6.04,4.52
1128,1128,HHS,2024,7.13,0.54,1040.0,13730.0,7.57,6.7,0.13,0.11,0.65,2.47,1.86
1129,1129,HHV,2020,,,469.0,25245.0,1.86,0.42,3.39,0.58,0.15,0.4,0.38
1130,1130,HHV,2021,,,1006.0,28721.0,3.5,0.79,3.42,0.5,0.17,0.43,0.42
1131,1131,HHV,2022,7.62,0.24,982.0,31148.0,3.15,0.74,3.26,0.49,0.17,0.31,0.27
1132,1132,HHV,2023,13.88,0.51,1010.0,27382.0,3.69,0.88,3.21,0.4,0.16,0.37,0.35
1133,1133,HHV,2024,11.4,0.42,973.0,26208.0,3.71,1.04,2.56,0.41,0.17,0.38,0.36
1134,1134,HID,2023,,,0.0,inf,1.81,1.04,0.74,0.13,0.02,3.29,3.23
1135,1135,HID,2022,-24.72,0.26,-123.0,11630.0,-1.06,-0.63,0.68,0.12,-0.06,3.28,3.25
1136,1136,HID,2024,,,0.0,inf,2.44,1.34,0.82,0.19,0.07,1.78,1.67
1137,1137,HID,2020,-1.82,0.27,-1613.0,10922.0,-14.77,-6.48,1.28,0.11,-0.31,2.29,2.26
1138,1138,HID,2021,10.91,1.0,1228.0,13431.0,9.14,4.72,0.94,0.15,0.19,2.02,2.0
1139,1139,HII,2020,8.31,0.63,1348.0,17898.0,7.53,2.82,1.67,0.07,0.01,1.08,0.86
1140,1140,HII,2021,8.73,1.08,1810.0,14660.0,12.35,3.6,2.43,0.06,0.02,1.15,0.93
1141,1141,HII,2022,-4.75,0.27,-812.0,14137.0,-5.74,-2.13,1.7,0.02,-0.01,1.23,0.83
1142,1142,HII,2023,5.32,0.38,941.0,13078.0,7.2,3.66,0.96,0.05,0.01,1.44,1.23
1143,1143,HII,2024,,,0.0,inf,0.26,0.13,0.99,0.08,0.0,1.62,1.28
1144,1144,HJS,2020,10.3,1.82,2678.0,15181.0,17.64,14.97,0.18,0.38,0.31,1.05,0.84
1145,1145,HJS,2021,10.91,1.75,2241.0,13991.0,16.02,14.76,0.09,0.44,0.39,2.57,2.12
1146,1146,HJS,2022,12.1,2.12,2723.0,15535.0,17.53,16.19,0.08,0.44,0.41,4.0,3.55
1147,1147,HJS,2023,15.5,2.56,2559.0,15487.0,16.52,14.77,0.12,0.47,0.43,3.72,3.41
1148,1148,HJS,2024,14.83,2.17,2245.0,15335.0,14.64,12.95,0.13,0.44,0.4,3.69,3.4
1149,1149,HKT,2024,58.99,0.71,139.0,11624.0,1.2,0.93,0.28,0.01,0.01,3.41,3.13
1150,1150,HKT,2023,69.33,0.45,75.0,11490.0,0.65,0.38,0.71,0.0,0.0,1.76,1.51
1151,1151,HKT,2022,61.98,0.66,121.0,11420.0,1.06,0.56,0.88,0.01,0.0,1.55,1.33
1152,1152,HKT,2020,71.55,0.74,116.0,11186.0,1.04,0.73,0.42,0.02,0.0,1.81,1.14
1153,1153,HKT,2021,87.8,0.63,82.0,11377.0,0.72,0.48,0.5,-0.02,0.03,1.95,1.35
1154,1154,HLC,2020,9.1,1.23,600.0,4450.0,13.48,1.2,10.21,0.19,0.05,0.86,0.47
1155,1155,HLC,2021,4.25,0.86,2739.0,13481.0,20.32,2.25,8.04,0.12,0.03,0.67,0.35
1156,1156,HLC,2022,2.13,0.45,3094.0,14661.0,21.1,2.75,6.68,0.1,0.03,0.65,0.59
1157,1157,HLC,2023,2.71,0.64,3902.0,16593.0,23.52,4.41,4.33,0.12,0.04,0.63,0.54
1158,1158,HLC,2024,3.64,0.7,3163.0,16490.0,19.18,5.01,2.83,0.11,0.04,0.6,0.35
1159,1159,HLD,2020,3.41,0.58,3713.0,21825.0,17.01,12.12,0.4,0.76,0.47,3.18,2.19
1160,1160,HLD,2021,37.7,1.29,557.0,16322.0,3.41,2.65,0.29,0.92,0.28,4.34,2.26
1161,1161,HLD,2022,65.33,0.75,244.0,21137.0,1.15,0.8,0.44,0.57,0.24,4.81,1.85
1162,1162,HLD,2023,86.48,0.67,165.0,21235.0,0.78,0.56,0.39,0.44,0.22,7.25,1.72
1163,1163,HLD,2024,71.32,0.68,205.0,21407.0,0.96,0.2,3.73,0.22,0.16,1.82,0.09
1164,1164,HMC,2024,12.7,0.8,939.0,14814.0,6.34,1.88,2.36,0.02,0.01,1.35,0.8
1165,1165,HMC,2023,12.13,0.64,775.0,14793.0,5.24,1.65,2.17,0.03,0.01,1.37,0.97
1166,1166,HMC,2021,2.14,0.63,6766.0,23056.0,29.35,11.26,1.61,0.07,0.05,1.51,0.43
1167,1167,HMC,2022,74.69,0.61,115.0,14067.0,0.82,0.27,1.99,0.02,0.0,1.39,0.58
1168,1168,HMC,2020,2.4,0.43,3203.0,18080.0,17.72,7.53,1.35,0.05,0.02,1.56,0.62
1169,1169,HMH,2020,7.35,0.52,1166.0,16557.0,7.04,6.24,0.13,0.14,0.18,4.45,4.43
1170,1170,HMH,2021,13.17,0.93,1174.0,16650.0,7.05,6.15,0.15,0.16,0.2,4.26,4.22
1171,1171,HMH,2022,83.79,0.83,130.0,13123.0,0.99,0.88,0.12,0.12,0.02,3.35,3.34
1172,1172,HMH,2023,50.08,0.96,300.0,15693.0,1.91,1.73,0.1,0.15,0.02,3.67,3.67
1173,1173,HMH,2024,9.51,0.78,1402.0,17059.0,8.22,7.26,0.13,0.19,0.19,3.87,3.87
1174,1174,HMR,2020,,,2192.0,10105.0,21.69,13.56,0.6,0.21,0.13,2.4,1.13
1175,1175,HMR,2021,,,1665.0,17683.0,9.42,7.76,0.21,0.16,0.1,6.13,4.81
1176,1176,HMR,2022,4.96,0.37,1019.0,13804.0,7.38,6.28,0.18,0.21,0.11,6.0,4.11
1177,1177,HMR,2023,6.87,0.58,1170.0,13778.0,8.49,6.55,0.3,0.18,0.12,4.06,2.7
1178,1178,HMR,2024,,,0.0,inf,7.77,6.61,0.18,0.23,0.17,6.02,3.99
1179,1179,HNA,2024,21.45,1.74,1119.0,13764.0,8.13,6.57,0.24,0.4,0.35,1.69,1.63
1180,1180,HNA,2023,,,1005.0,13711.0,7.33,6.79,0.08,0.4,0.33,2.85,2.72
1181,1181,HNA,2020,,,144.0,11402.0,1.26,0.82,0.55,0.32,0.06,0.45,0.42
1182,1182,HNA,2021,,,526.0,11139.0,4.72,3.38,0.4,0.38,0.2,0.55,0.51
1183,1183,HNA,2022,,,2480.0,14272.0,17.38,14.81,0.17,0.6,0.52,1.84,1.78
1184,1184,HOM,2020,225.0,0.27,16.0,13572.0,0.12,0.08,0.55,0.13,-0.0,1.21,0.6
1185,1185,HOM,2021,269.7,0.68,33.0,13123.0,0.25,0.17,0.5,0.13,-0.0,1.39,0.95
1186,1186,HOM,2022,15.2,0.33,296.0,13527.0,2.19,1.4,0.56,0.18,0.01,1.35,0.91
1187,1187,HOM,2023,-11.09,0.37,-433.0,12917.0,-3.35,-2.14,0.57,0.16,-0.02,1.31,0.87
1188,1188,HOM,2024,-3.98,0.31,-930.0,11968.0,-7.77,-5.4,0.44,0.13,-0.04,1.37,1.12
1189,1189,HPG,2023,18.96,1.26,1117.0,16806.0,6.65,3.64,0.83,0.11,0.06,1.16,0.67
1190,1190,HPG,2024,,,0.0,inf,10.48,5.35,0.96,0.13,0.1,1.15,0.54
1191,1191,HPG,2022,9.39,0.83,1452.0,16450.0,8.83,4.98,0.77,0.12,0.07,1.29,0.74
1192,1192,HPG,2021,3.71,1.41,7166.0,18868.0,37.98,19.34,0.96,0.27,0.25,1.28,0.71
1193,1193,HPG,2020,6.4,1.45,2728.0,12011.0,22.71,10.23,1.22,0.21,0.17,1.09,0.59
1194,1194,HPX,2020,76.26,1.94,325.0,12751.0,2.55,1.25,1.04,0.26,0.1,2.04,1.15
1195,1195,HPX,2021,41.62,2.95,800.0,11289.0,7.09,2.61,1.72,0.24,0.28,1.91,0.83
1196,1196,HPX,2022,-23.12,0.4,-199.0,11390.0,-1.75,-0.64,1.74,0.21,-0.02,1.65,0.66
1197,1197,HPX,2023,13.03,0.46,419.0,11804.0,3.55,1.53,1.31,0.17,0.11,1.66,0.89
1198,1198,HPX,2024,23.71,0.4,197.0,11784.0,1.67,0.79,1.12,0.32,0.06,1.64,0.94
1199,1199,HQC,2023,376.36,0.44,11.0,9308.0,0.12,0.07,0.67,0.18,0.05,1.37,1.14
1200,1200,HQC,2022,68.21,0.29,39.0,9039.0,0.43,0.26,0.66,0.27,0.08,1.32,1.11
1201,1201,HQC,2024,55.89,0.34,56.0,9327.0,0.6,0.32,0.87,0.91,0.24,1.82,1.41
1202,1202,HQC,2020,96.5,0.21,20.0,9038.0,0.22,0.14,0.61,0.22,0.03,1.33,1.13
1203,1203,HQC,2021,977.78,0.94,9.0,9402.0,0.1,0.04,1.15,0.26,0.03,0.93,0.77
1204,1204,HRC,2020,170.7,2.85,297.0,17790.0,1.67,0.84,0.98,0.05,0.02,0.84,0.78
1205,1205,HRC,2021,72.08,2.89,731.0,18250.0,4.01,2.6,0.54,0.16,0.1,0.54,0.28
1206,1206,HRC,2022,162.72,3.02,336.0,18130.0,1.85,1.25,0.48,0.09,0.01,0.36,0.19
1207,1207,HRC,2023,97.86,3.01,562.0,18277.0,3.07,2.07,0.48,0.05,0.06,0.38,0.3
1208,1208,HRC,2024,18.89,2.04,2171.0,20107.0,10.8,7.73,0.4,0.21,0.16,0.63,0.47
1209,1209,HSG,2023,,,0.0,inf,7.48,4.33,0.73,0.12,0.03,1.64,0.62
1210,1210,HSG,2020,1.82,1.11,8465.0,13903.0,60.89,24.86,1.45,0.18,0.1,1.07,0.5
1211,1211,HSG,2021,,,0.0,inf,0.0,0.0,1.46,,,1.3,0.44
1212,1212,HSG,2022,26.21,0.61,405.0,17537.0,2.31,1.48,0.56,0.1,0.01,1.64,0.41
1213,1213,HSG,2024,,,0.0,inf,5.19,2.91,0.78,0.11,0.01,1.67,0.55
1214,1214,HSL,2024,21.42,0.33,190.0,12240.0,1.55,1.48,0.05,0.08,0.06,18.19,17.94
1215,1215,HSL,2023,27.91,0.75,332.0,12430.0,2.67,2.45,0.09,0.05,0.03,8.38,7.89
1216,1216,HSL,2022,8.72,0.31,460.0,12731.0,3.61,3.17,0.14,0.04,0.04,6.85,5.71
1217,1217,HSL,2021,10.76,0.66,752.0,12311.0,6.11,4.89,0.25,0.06,0.06,2.55,2.37
1218,1218,HSL,2020,7.71,0.37,659.0,13747.0,4.79,4.54,0.06,0.06,0.05,9.24,7.93
1219,1219,HT1,2020,9.66,1.09,1593.0,14135.0,11.27,6.05,0.86,0.17,0.1,0.5,0.35
1220,1220,HT1,2021,33.48,2.38,617.0,8672.0,7.11,4.18,0.7,0.13,0.07,0.42,0.24
1221,1221,HT1,2022,14.74,0.74,675.0,13391.0,5.04,2.75,0.84,0.1,0.04,0.56,0.31
1222,1222,HT1,2023,259.43,0.95,46.0,12540.0,0.37,0.21,0.78,0.09,0.0,0.52,0.3
1223,1223,HT1,2024,68.45,0.91,170.0,12771.0,1.33,0.79,0.68,0.09,0.01,0.57,0.38
1224,1224,HTC,2023,9.84,1.47,2002.0,13412.0,14.93,7.74,0.93,0.13,0.05,1.51,1.16
1225,1225,HTC,2022,7.65,0.95,1608.0,12921.0,12.44,5.88,1.11,0.08,0.03,1.08,0.96
1226,1226,HTC,2024,21.23,2.15,1397.0,13809.0,10.12,5.09,0.99,0.13,0.04,1.42,1.05
1227,1227,HTC,2020,5.02,0.74,2979.0,20211.0,14.74,7.96,0.85,0.08,0.03,1.53,1.47
1228,1228,HTC,2021,7.49,0.91,2323.0,19163.0,12.12,5.85,1.07,0.06,0.03,0.95,0.91
1229,1229,HTG,2020,,,2587.0,20359.0,12.71,3.47,2.66,0.08,0.02,1.02,0.47
1230,1230,HTG,2021,,,7894.0,27424.0,28.78,8.04,2.58,0.11,0.06,1.17,0.54
1231,1231,HTG,2022,,,8511.0,28586.0,29.77,11.0,1.71,0.12,0.06,1.3,0.54
1232,1232,HTG,2023,6.2,1.27,4444.0,21623.0,20.55,6.86,2.0,0.09,0.04,1.22,0.69
1233,1233,HTG,2024,7.24,2.2,6633.0,21818.0,30.4,9.61,2.16,0.12,0.07,1.17,0.73
1234,1234,HTI,2020,3.64,0.49,2429.0,18177.0,13.36,3.65,2.66,0.58,0.2,1.41,1.4
1235,1235,HTI,2021,8.97,0.7,1450.0,18528.0,7.83,2.33,2.37,0.51,0.13,0.23,0.21
1236,1236,HTI,2022,5.78,0.72,2216.0,17907.0,12.38,3.66,2.38,0.45,0.16,0.26,0.26
1237,1237,HTI,2023,5.94,0.71,2298.0,19340.0,11.88,4.12,1.89,0.43,0.16,2.08,2.08
1238,1238,HTI,2024,5.85,0.74,2556.0,20220.0,12.64,4.23,1.99,0.34,0.16,2.94,2.93
1239,1239,HTL,2024,13.09,1.91,2234.0,15301.0,14.6,10.09,0.45,0.14,0.04,2.59,0.64
1240,1240,HTL,2023,2.76,0.41,3194.0,21566.0,14.81,8.55,0.73,0.14,0.05,2.06,0.63
1241,1241,HTL,2022,3.45,0.55,3083.0,19360.0,15.92,10.35,0.54,0.08,0.03,2.35,0.6
1242,1242,HTL,2021,5.88,0.79,2252.0,16781.0,13.42,8.0,0.68,0.08,0.02,1.98,0.88
1243,1243,HTL,2020,4.85,0.6,1927.0,15528.0,12.41,6.42,0.93,0.08,0.01,1.65,0.72
1244,1244,HTN,2020,1.75,0.59,10281.0,30284.0,33.95,6.22,4.46,0.19,0.1,1.14,0.82
1245,1245,HTN,2021,15.78,2.5,2678.0,16902.0,15.84,3.13,4.05,0.08,0.05,1.15,0.98
1246,1246,HTN,2022,17.86,0.78,686.0,15782.0,4.35,0.69,5.27,0.08,0.02,1.11,0.88
1247,1247,HTN,2023,24.5,0.97,653.0,16535.0,3.95,0.79,4.01,0.08,0.02,1.19,1.02
1248,1248,HTN,2024,51.0,0.61,200.0,16714.0,1.2,0.24,3.98,0.07,0.03,1.31,1.22
1249,1249,HTV,2023,15.14,0.37,612.0,24832.0,2.46,1.97,0.25,0.07,0.02,4.44,4.43
1250,1250,HTV,2022,7.21,0.38,1339.0,25505.0,5.25,4.04,0.3,0.08,0.05,3.8,3.78
1251,1251,HTV,2024,13.28,0.37,699.0,25286.0,2.76,2.31,0.2,0.1,0.02,5.58,5.54
1252,1252,HTV,2020,5.32,0.41,2010.0,25809.0,7.79,6.29,0.24,0.16,0.12,4.06,4.05
1253,1253,HTV,2021,9.31,0.49,1327.0,25436.0,5.22,4.11,0.27,0.1,0.07,3.93,3.9
1254,1254,HU1,2020,15.4,0.5,501.0,15357.0,3.26,0.54,5.08,0.07,0.02,0.72,0.61
1255,1255,HU1,2021,34.2,-0.89,385.0,-14867.0,-2.59,-0.58,3.46,0.04,0.01,1.25,1.01
1256,1256,HU1,2022,18.65,0.46,379.0,15242.0,2.49,0.54,3.6,0.05,0.01,1.12,0.92
1257,1257,HU1,2023,-1760.32,0.49,-4.0,14306.0,-0.03,-0.01,3.22,0.06,-0.0,1.08,0.86
1258,1258,HU1,2024,17.97,0.37,306.0,14780.0,2.07,0.45,3.62,0.05,-0.01,1.04,0.91
1259,1259,HUB,2020,3.7,0.55,3393.0,22961.0,14.78,8.9,0.66,0.2,0.17,1.93,1.29
1260,1260,HUB,2021,8.5,0.95,2517.0,22536.0,11.17,6.8,0.64,0.24,0.16,1.87,1.19
1261,1261,HUB,2022,4.51,0.49,2422.0,22416.0,10.8,6.87,0.57,0.27,0.19,2.29,1.53
1262,1262,HUB,2023,6.19,0.66,2196.0,20753.0,10.58,6.72,0.57,0.27,0.21,2.56,1.91
1263,1263,HUB,2024,7.07,0.74,2238.0,21363.0,10.48,6.63,0.58,0.25,0.25,2.82,2.08
1264,1264,HUT,2023,216.25,0.9,90.0,21574.0,0.42,0.18,1.36,0.09,0.01,1.26,0.95
1265,1265,HUT,2022,32.74,1.22,415.0,11119.0,3.73,1.24,2.0,0.36,0.18,1.42,1.38
1266,1266,HUT,2024,100.82,1.18,151.0,12892.0,1.17,0.46,1.52,0.09,0.01,1.46,1.11
1267,1267,HUT,2020,-4.62,0.37,-875.0,11021.0,-7.94,-2.31,2.43,0.11,-0.34,1.22,1.12
1268,1268,HUT,2021,88.68,1.43,226.0,13973.0,1.62,0.57,1.84,0.32,0.06,1.84,1.78
1269,1269,HVH,2022,7.05,0.33,600.0,12905.0,4.65,3.26,0.43,0.17,0.08,1.89,1.3
1270,1270,HVH,2023,19.32,0.43,269.0,12000.0,2.24,1.65,0.35,0.17,0.05,2.11,1.61
1271,1271,HVH,2020,7.73,0.55,1104.0,15635.0,7.06,4.77,0.48,0.17,0.07,1.6,1.22
1272,1272,HVH,2021,34.88,0.8,324.0,14158.0,2.29,1.47,0.56,0.16,0.05,1.74,1.24
1273,1273,HVH,2024,13.08,0.72,744.0,13565.0,5.48,4.36,0.26,0.16,0.1,2.41,1.77
1274,1274,HVN,2024,7.26,-4.98,3108.0,-4536.0,-68.52,11.85,-6.78,0.13,0.02,0.3,0.24
1275,1275,HVN,2022,-2.32,-2.38,-4720.0,-4606.0,102.48,-17.25,-6.94,-0.04,-0.14,0.23,0.18
1276,1276,HVN,2023,-3.61,-1.26,-2678.0,-7689.0,34.83,-10.27,-4.39,0.04,-0.07,0.24,0.19
1277,1277,HVN,2021,-2.31,56.8,-7909.0,321.0,-2462.2,-20.47,119.29,-0.36,-0.47,0.28,0.22
1278,1278,HVN,2020,-2.29,4.12,-7704.0,4281.0,-179.95,-17.47,9.3,-0.18,-0.29,0.25,0.2
1279,1279,HVT,2020,4.05,0.53,2420.0,18399.0,13.15,6.39,1.06,0.18,0.05,1.17,0.79
1280,1280,HVT,2021,3.14,0.76,5601.0,23236.0,24.1,13.25,0.82,0.22,0.1,1.45,1.08
